Drug;Type;Reaction
Lexiscan;ADVERSE REACTIONS;Urticaria
Lexiscan;ADVERSE REACTIONS;Ventricular arrhythmia
Lexiscan;ADVERSE REACTIONS;Ventricular extrasystoles
Lexiscan;ADVERSE REACTIONS;Vomiting
Lexiscan;ADVERSE REACTIONS;Wandering pacemaker
Lexiscan;ADVERSE REACTIONS;Wheezing
Lexiscan;WARNINGS AND PRECAUTIONS;Anaphylactic reaction
Lexiscan;WARNINGS AND PRECAUTIONS;Angioedema
Lexiscan;WARNINGS AND PRECAUTIONS;Atrial fibrillation
Lexiscan;WARNINGS AND PRECAUTIONS;Atrial flutter
Lexiscan;WARNINGS AND PRECAUTIONS;Atrioventricular block complete
Lexiscan;WARNINGS AND PRECAUTIONS;Atrioventricular block complete
Lexiscan;WARNINGS AND PRECAUTIONS;Atrioventricular block complete
Lexiscan;WARNINGS AND PRECAUTIONS;Atrioventricular block first degree
Lexiscan;WARNINGS AND PRECAUTIONS;Atrioventricular block second degree
Lexiscan;WARNINGS AND PRECAUTIONS;Blood pressure diastolic decreased
Lexiscan;WARNINGS AND PRECAUTIONS;Blood pressure increased
Lexiscan;WARNINGS AND PRECAUTIONS;Blood pressure systolic decreased
Lexiscan;WARNINGS AND PRECAUTIONS;Bronchospasm
Lexiscan;WARNINGS AND PRECAUTIONS;Cardiac arrest
Lexiscan;WARNINGS AND PRECAUTIONS;Cardiac arrest
Lexiscan;WARNINGS AND PRECAUTIONS;Cardiovascular symptom
Lexiscan;WARNINGS AND PRECAUTIONS;Central nervous system haemorrhages and cerebrovascular accidents
Lexiscan;WARNINGS AND PRECAUTIONS;Cerebral ischaemia
Lexiscan;WARNINGS AND PRECAUTIONS;Convulsive threshold lowered
Lexiscan;WARNINGS AND PRECAUTIONS;Death
Lexiscan;WARNINGS AND PRECAUTIONS;Dyspnoea
Lexiscan;WARNINGS AND PRECAUTIONS;Electrocardiogram PR prolongation
Lexiscan;WARNINGS AND PRECAUTIONS;Extrasystoles
Lexiscan;WARNINGS AND PRECAUTIONS;Haemodynamic instability
Lexiscan;WARNINGS AND PRECAUTIONS;Hypersensitivity
Lexiscan;WARNINGS AND PRECAUTIONS;Hypertension
Lexiscan;WARNINGS AND PRECAUTIONS;Hypotension
Lexiscan;WARNINGS AND PRECAUTIONS;Myocardial infarction
Lexiscan;WARNINGS AND PRECAUTIONS;Oxygen saturation decreased
Lexiscan;WARNINGS AND PRECAUTIONS;Rash
Lexiscan;WARNINGS AND PRECAUTIONS;Respiratory arrest
Lexiscan;WARNINGS AND PRECAUTIONS;Respiratory distress
Lexiscan;WARNINGS AND PRECAUTIONS;Respiratory failure
Lexiscan;WARNINGS AND PRECAUTIONS;Seizure
Lexiscan;WARNINGS AND PRECAUTIONS;Seizure
Lexiscan;WARNINGS AND PRECAUTIONS;Seizure
Lexiscan;WARNINGS AND PRECAUTIONS;Sinus bradycardia
Lexiscan;WARNINGS AND PRECAUTIONS;Sinus node dysfunction
Lexiscan;WARNINGS AND PRECAUTIONS;Syncope
Lexiscan;WARNINGS AND PRECAUTIONS;Throat tightness
Lexiscan;WARNINGS AND PRECAUTIONS;Transient ischaemic attack
Lexiscan;WARNINGS AND PRECAUTIONS;Urticaria
Lexiscan;WARNINGS AND PRECAUTIONS;Vasodilatation
Lexiscan;WARNINGS AND PRECAUTIONS;Ventricular arrhythmia
Orbactiv;ADVERSE REACTIONS;Abscess limb
Orbactiv;ADVERSE REACTIONS;Alanine aminotransferase increased
Orbactiv;ADVERSE REACTIONS;Anaemia
Orbactiv;ADVERSE REACTIONS;Angioedema
Orbactiv;ADVERSE REACTIONS;Aspartate aminotransferase increased
Orbactiv;ADVERSE REACTIONS;Blood bilirubin increased
Orbactiv;ADVERSE REACTIONS;Bronchospasm
Orbactiv;ADVERSE REACTIONS;Cellulitis
Orbactiv;ADVERSE REACTIONS;Clostridium difficile colitis
Orbactiv;ADVERSE REACTIONS;Diarrhoea
Orbactiv;ADVERSE REACTIONS;Dizziness
Orbactiv;ADVERSE REACTIONS;Eosinophilia
Orbactiv;ADVERSE REACTIONS;Erythema multiforme
Orbactiv;ADVERSE REACTIONS;Extravasation
Orbactiv;ADVERSE REACTIONS;Headache
Orbactiv;ADVERSE REACTIONS;Hypersensitivity vasculitis
Orbactiv;ADVERSE REACTIONS;Hypersensitivity
Orbactiv;ADVERSE REACTIONS;Hypersensitivity
Orbactiv;ADVERSE REACTIONS;Hyperuricaemia
Orbactiv;ADVERSE REACTIONS;Hypoglycaemia
Orbactiv;ADVERSE REACTIONS;Induration
Orbactiv;ADVERSE REACTIONS;Infusion related reaction
Orbactiv;ADVERSE REACTIONS;Infusion site erythema
Orbactiv;ADVERSE REACTIONS;Infusion site phlebitis
Orbactiv;ADVERSE REACTIONS;Infusion site reaction
Orbactiv;ADVERSE REACTIONS;Myalgia
Orbactiv;ADVERSE REACTIONS;Nausea
Orbactiv;ADVERSE REACTIONS;Oedema peripheral
Orbactiv;ADVERSE REACTIONS;Osteomyelitis
Orbactiv;ADVERSE REACTIONS;Pruritus
Orbactiv;ADVERSE REACTIONS;Rash
Orbactiv;ADVERSE REACTIONS;Subcutaneous abscess
Orbactiv;ADVERSE REACTIONS;Tachycardia
Orbactiv;ADVERSE REACTIONS;Tenosynovitis
Orbactiv;ADVERSE REACTIONS;Urticaria
Orbactiv;ADVERSE REACTIONS;Vomiting
Orbactiv;ADVERSE REACTIONS;Wheezing
Orbactiv;WARNINGS AND PRECAUTIONS;Activated partial thromboplastin time prolonged
Orbactiv;WARNINGS AND PRECAUTIONS;Clostridium difficile colitis
Orbactiv;WARNINGS AND PRECAUTIONS;Clostridium difficile colitis
Orbactiv;WARNINGS AND PRECAUTIONS;Coagulation time abnormal
Orbactiv;WARNINGS AND PRECAUTIONS;Colitis
Orbactiv;WARNINGS AND PRECAUTIONS;Death
Orbactiv;WARNINGS AND PRECAUTIONS;Diarrhoea
Orbactiv;WARNINGS AND PRECAUTIONS;Flushing
Orbactiv;WARNINGS AND PRECAUTIONS;Hypersensitivity
Orbactiv;WARNINGS AND PRECAUTIONS;Infusion related reaction
Orbactiv;WARNINGS AND PRECAUTIONS;International normalised ratio increased
Orbactiv;WARNINGS AND PRECAUTIONS;Osteomyelitis
Orbactiv;WARNINGS AND PRECAUTIONS;Prothrombin time prolonged
Orbactiv;WARNINGS AND PRECAUTIONS;Pruritus
Orbactiv;WARNINGS AND PRECAUTIONS;Urticaria
Plegridy;ADVERSE REACTIONS;Alanine aminotransferase increased
Plegridy;ADVERSE REACTIONS;Anaphylactic reaction
Plegridy;ADVERSE REACTIONS;Arthralgia
Plegridy;ADVERSE REACTIONS;Aspartate aminotransferase increased
Plegridy;ADVERSE REACTIONS;Asthenia
Plegridy;ADVERSE REACTIONS;Autoimmune disorder
Plegridy;ADVERSE REACTIONS;Body temperature increased
Plegridy;ADVERSE REACTIONS;Cardiac failure congestive
Plegridy;ADVERSE REACTIONS;Chills
Plegridy;ADVERSE REACTIONS;Completed suicide
Plegridy;ADVERSE REACTIONS;Depression
Plegridy;ADVERSE REACTIONS;Full blood count decreased
Plegridy;ADVERSE REACTIONS;Gamma-glutamyltransferase increased
Plegridy;ADVERSE REACTIONS;Headache
Plegridy;ADVERSE REACTIONS;Hypersensitivity
Plegridy;ADVERSE REACTIONS;Hyperthermia
Plegridy;ADVERSE REACTIONS;Influenza like illness
Plegridy;ADVERSE REACTIONS;Influenza like illness
Plegridy;ADVERSE REACTIONS;Injection site erythema
Plegridy;ADVERSE REACTIONS;Injection site haematoma
Plegridy;ADVERSE REACTIONS;Injection site oedema
Plegridy;ADVERSE REACTIONS;Injection site pain
Plegridy;ADVERSE REACTIONS;Injection site pruritus
Plegridy;ADVERSE REACTIONS;Injection site rash
Plegridy;ADVERSE REACTIONS;Injection site reaction
Plegridy;ADVERSE REACTIONS;Injection site warmth
Plegridy;ADVERSE REACTIONS;Liver injury
Plegridy;ADVERSE REACTIONS;Myalgia
Plegridy;ADVERSE REACTIONS;Nausea
Plegridy;ADVERSE REACTIONS;Neutralising antibodies
Plegridy;ADVERSE REACTIONS;Pain
Plegridy;ADVERSE REACTIONS;Pruritus
Plegridy;ADVERSE REACTIONS;Pyrexia
Plegridy;ADVERSE REACTIONS;Seizure
Plegridy;ADVERSE REACTIONS;Vomiting
Plegridy;WARNINGS AND PRECAUTIONS;Alanine aminotransferase increased
Plegridy;WARNINGS AND PRECAUTIONS;Anaphylactic reaction
Plegridy;WARNINGS AND PRECAUTIONS;Angioedema
Plegridy;WARNINGS AND PRECAUTIONS;Aspartate aminotransferase increased
Plegridy;WARNINGS AND PRECAUTIONS;Autoimmune disorder
Plegridy;WARNINGS AND PRECAUTIONS;Autoimmune hepatitis
Plegridy;WARNINGS AND PRECAUTIONS;Blood bilirubin increased
Plegridy;WARNINGS AND PRECAUTIONS;Cardiac failure congestive
Plegridy;WARNINGS AND PRECAUTIONS;Cardiomyopathy
Plegridy;WARNINGS AND PRECAUTIONS;Cardiovascular symptom
Plegridy;WARNINGS AND PRECAUTIONS;Completed suicide
Plegridy;WARNINGS AND PRECAUTIONS;Depression
Plegridy;WARNINGS AND PRECAUTIONS;Full blood count decreased
Plegridy;WARNINGS AND PRECAUTIONS;Hepatic enzyme increased
Plegridy;WARNINGS AND PRECAUTIONS;Hepatic failure
Plegridy;WARNINGS AND PRECAUTIONS;Hepatitis
Plegridy;WARNINGS AND PRECAUTIONS;Hypersensitivity
Plegridy;WARNINGS AND PRECAUTIONS;Hyperthyroidism
Plegridy;WARNINGS AND PRECAUTIONS;Hypothyroidism
Plegridy;WARNINGS AND PRECAUTIONS;Immune thrombocytopenic purpura
Plegridy;WARNINGS AND PRECAUTIONS;Infection
Plegridy;WARNINGS AND PRECAUTIONS;Injection site erythema
Plegridy;WARNINGS AND PRECAUTIONS;Injection site necrosis
Plegridy;WARNINGS AND PRECAUTIONS;Injection site oedema
Plegridy;WARNINGS AND PRECAUTIONS;Injection site pain
Plegridy;WARNINGS AND PRECAUTIONS;Injection site pruritus
Plegridy;WARNINGS AND PRECAUTIONS;Injection site reaction
Plegridy;WARNINGS AND PRECAUTIONS;Liver injury
Plegridy;WARNINGS AND PRECAUTIONS;Lymphocyte count decreased
Plegridy;WARNINGS AND PRECAUTIONS;Neutropenia
Plegridy;WARNINGS AND PRECAUTIONS;Neutrophil count decreased
Plegridy;WARNINGS AND PRECAUTIONS;Neutrophil count decreased
Plegridy;WARNINGS AND PRECAUTIONS;Pancytopenia
Plegridy;WARNINGS AND PRECAUTIONS;Platelet count decreased
Plegridy;WARNINGS AND PRECAUTIONS;Platelet count decreased
Plegridy;WARNINGS AND PRECAUTIONS;Seizure
Plegridy;WARNINGS AND PRECAUTIONS;Suicidal ideation
Plegridy;WARNINGS AND PRECAUTIONS;Thrombocytopenia
Plegridy;WARNINGS AND PRECAUTIONS;Transaminases increased
Plegridy;WARNINGS AND PRECAUTIONS;Urticaria
Plegridy;WARNINGS AND PRECAUTIONS;White blood cell count decreased
Cleviprex;ADVERSE REACTIONS;Acute kidney injury
Cleviprex;ADVERSE REACTIONS;Atrial fibrillation
Cleviprex;ADVERSE REACTIONS;Blood triglycerides increased
Cleviprex;ADVERSE REACTIONS;Cardiac arrest
Cleviprex;ADVERSE REACTIONS;Dyspnoea
Cleviprex;ADVERSE REACTIONS;Headache
Cleviprex;ADVERSE REACTIONS;Hypersensitivity
Cleviprex;ADVERSE REACTIONS;Hypotension
Cleviprex;ADVERSE REACTIONS;Ileus
Cleviprex;ADVERSE REACTIONS;Myocardial infarction
Cleviprex;ADVERSE REACTIONS;Nausea
Cleviprex;ADVERSE REACTIONS;Oxygen saturation decreased
Cleviprex;ADVERSE REACTIONS;Syncope
Cleviprex;ADVERSE REACTIONS;Tachycardia
Cleviprex;ADVERSE REACTIONS;Ventilation perfusion mismatch
Cleviprex;ADVERSE REACTIONS;Vomiting
Cleviprex;WARNINGS AND PRECAUTIONS;Cardiac failure
Cleviprex;WARNINGS AND PRECAUTIONS;Hypotension
Cleviprex;WARNINGS AND PRECAUTIONS;Negative cardiac inotropic effect
Cleviprex;WARNINGS AND PRECAUTIONS;Tachycardia
Linzess;BOXED WARNINGS;Death
Linzess;BOXED WARNINGS;Dehydration
Linzess;ADVERSE REACTIONS;Abdominal distension
Linzess;ADVERSE REACTIONS;Abdominal pain lower
Linzess;ADVERSE REACTIONS;Abdominal pain upper
Linzess;ADVERSE REACTIONS;Abdominal pain
Linzess;ADVERSE REACTIONS;Dehydration
Linzess;ADVERSE REACTIONS;Diarrhoea
Linzess;ADVERSE REACTIONS;Dyspepsia
Linzess;ADVERSE REACTIONS;Faecal incontinence
Linzess;ADVERSE REACTIONS;Fatigue
Linzess;ADVERSE REACTIONS;Flatulence
Linzess;ADVERSE REACTIONS;Gastroenteritis viral
Linzess;ADVERSE REACTIONS;Gastrointestinal disorder
Linzess;ADVERSE REACTIONS;Gastrooesophageal reflux disease
Linzess;ADVERSE REACTIONS;Haematochezia
Linzess;ADVERSE REACTIONS;Headache
Linzess;ADVERSE REACTIONS;Hypersensitivity
Linzess;ADVERSE REACTIONS;Melaena
Linzess;ADVERSE REACTIONS;Rectal haemorrhage
Linzess;ADVERSE REACTIONS;Sinusitis
Linzess;ADVERSE REACTIONS;Upper respiratory tract infection
Linzess;ADVERSE REACTIONS;Urticaria
Linzess;ADVERSE REACTIONS;Urticaria
Linzess;ADVERSE REACTIONS;Vomiting
Linzess;WARNINGS AND PRECAUTIONS;Death
Linzess;WARNINGS AND PRECAUTIONS;Dehydration
Linzess;WARNINGS AND PRECAUTIONS;Diarrhoea
Banzel;ADVERSE REACTIONS;Abdominal pain upper
Banzel;ADVERSE REACTIONS;Aggression
Banzel;ADVERSE REACTIONS;Anaemia
Banzel;ADVERSE REACTIONS;Anxiety
Banzel;ADVERSE REACTIONS;Ataxia
Banzel;ADVERSE REACTIONS;Atrioventricular block first degree
Banzel;ADVERSE REACTIONS;Back pain
Banzel;ADVERSE REACTIONS;Bronchitis
Banzel;ADVERSE REACTIONS;Bundle branch block right
Banzel;ADVERSE REACTIONS;Constipation
Banzel;ADVERSE REACTIONS;Cough
Banzel;ADVERSE REACTIONS;Decreased appetite
Banzel;ADVERSE REACTIONS;Diplopia
Banzel;ADVERSE REACTIONS;Disturbance in attention
Banzel;ADVERSE REACTIONS;Dizziness
Banzel;ADVERSE REACTIONS;Drug reaction with eosinophilia and systemic symptoms
Banzel;ADVERSE REACTIONS;Drug reaction with eosinophilia and systemic symptoms
Banzel;ADVERSE REACTIONS;Dyspepsia
Banzel;ADVERSE REACTIONS;Dysuria
Banzel;ADVERSE REACTIONS;Ear infection
Banzel;ADVERSE REACTIONS;Electrocardiogram QT shortened
Banzel;ADVERSE REACTIONS;Enuresis
Banzel;ADVERSE REACTIONS;Fatigue
Banzel;ADVERSE REACTIONS;Gait disturbance
Banzel;ADVERSE REACTIONS;Gastroenteritis
Banzel;ADVERSE REACTIONS;Haematuria
Banzel;ADVERSE REACTIONS;Headache
Banzel;ADVERSE REACTIONS;Incontinence
Banzel;ADVERSE REACTIONS;Increased appetite
Banzel;ADVERSE REACTIONS;Influenza
Banzel;ADVERSE REACTIONS;Iron deficiency anaemia
Banzel;ADVERSE REACTIONS;Leukopenia
Banzel;ADVERSE REACTIONS;Lymphadenopathy
Banzel;ADVERSE REACTIONS;Nasal congestion
Banzel;ADVERSE REACTIONS;Nasopharyngitis
Banzel;ADVERSE REACTIONS;Nausea
Banzel;ADVERSE REACTIONS;Nephrolithiasis
Banzel;ADVERSE REACTIONS;Neutropenia
Banzel;ADVERSE REACTIONS;Nocturia
Banzel;ADVERSE REACTIONS;Nystagmus
Banzel;ADVERSE REACTIONS;Otitis media
Banzel;ADVERSE REACTIONS;Pneumonia aspiration
Banzel;ADVERSE REACTIONS;Pneumonia
Banzel;ADVERSE REACTIONS;Pollakiuria
Banzel;ADVERSE REACTIONS;Polyuria
Banzel;ADVERSE REACTIONS;Post procedural complication
Banzel;ADVERSE REACTIONS;Pruritus
Banzel;ADVERSE REACTIONS;Psychomotor hyperactivity
Banzel;ADVERSE REACTIONS;Rash
Banzel;ADVERSE REACTIONS;Rash
Banzel;ADVERSE REACTIONS;Seizure
Banzel;ADVERSE REACTIONS;Sinusitis
Banzel;ADVERSE REACTIONS;Somnolence
Banzel;ADVERSE REACTIONS;Stevens-Johnson syndrome
Banzel;ADVERSE REACTIONS;Suicidal behaviour
Banzel;ADVERSE REACTIONS;Suicidal ideation
Banzel;ADVERSE REACTIONS;Thrombocytopenia
Banzel;ADVERSE REACTIONS;Tremor
Banzel;ADVERSE REACTIONS;Urinary incontinence
Banzel;ADVERSE REACTIONS;Vertigo
Banzel;ADVERSE REACTIONS;Vision blurred
Banzel;ADVERSE REACTIONS;Vision blurred
Banzel;ADVERSE REACTIONS;Vomiting
Banzel;ADVERSE REACTIONS;Weight decreased
Banzel;WARNINGS AND PRECAUTIONS;Ataxia
Banzel;WARNINGS AND PRECAUTIONS;Completed suicide
Banzel;WARNINGS AND PRECAUTIONS;Coordination abnormal
Banzel;WARNINGS AND PRECAUTIONS;Death
Banzel;WARNINGS AND PRECAUTIONS;Dizziness
Banzel;WARNINGS AND PRECAUTIONS;Drug reaction with eosinophilia and systemic symptoms
Banzel;WARNINGS AND PRECAUTIONS;Drug reaction with eosinophilia and systemic symptoms
Banzel;WARNINGS AND PRECAUTIONS;Electrocardiogram QT shortened
Banzel;WARNINGS AND PRECAUTIONS;Electrocardiogram QT shortened
Banzel;WARNINGS AND PRECAUTIONS;Fatigue
Banzel;WARNINGS AND PRECAUTIONS;Gait disturbance
Banzel;WARNINGS AND PRECAUTIONS;Leukopenia
Banzel;WARNINGS AND PRECAUTIONS;Post procedural complication
Banzel;WARNINGS AND PRECAUTIONS;Somnolence
Banzel;WARNINGS AND PRECAUTIONS;Status epilepticus
Banzel;WARNINGS AND PRECAUTIONS;Suicidal behaviour
Banzel;WARNINGS AND PRECAUTIONS;Suicidal ideation
Banzel;WARNINGS AND PRECAUTIONS;White blood cell count decreased
Kalydeco;ADVERSE REACTIONS;Abdominal pain
Kalydeco;ADVERSE REACTIONS;Acne
Kalydeco;ADVERSE REACTIONS;Alanine aminotransferase increased
Kalydeco;ADVERSE REACTIONS;Arthralgia
Kalydeco;ADVERSE REACTIONS;Aspartate aminotransferase increased
Kalydeco;ADVERSE REACTIONS;Aspartate aminotransferase increased
Kalydeco;ADVERSE REACTIONS;Bacterial test positive
Kalydeco;ADVERSE REACTIONS;Blood glucose increased
Kalydeco;ADVERSE REACTIONS;Diarrhoea
Kalydeco;ADVERSE REACTIONS;Dizziness
Kalydeco;ADVERSE REACTIONS;Headache
Kalydeco;ADVERSE REACTIONS;Hepatic enzyme increased
Kalydeco;ADVERSE REACTIONS;Hypoglycaemia
Kalydeco;ADVERSE REACTIONS;Musculoskeletal chest pain
Kalydeco;ADVERSE REACTIONS;Myalgia
Kalydeco;ADVERSE REACTIONS;Nasal congestion
Kalydeco;ADVERSE REACTIONS;Nasopharyngitis
Kalydeco;ADVERSE REACTIONS;Nausea
Kalydeco;ADVERSE REACTIONS;Oropharyngeal pain
Kalydeco;ADVERSE REACTIONS;Pharyngeal erythema
Kalydeco;ADVERSE REACTIONS;Pleuritic pain
Kalydeco;ADVERSE REACTIONS;Rash
Kalydeco;ADVERSE REACTIONS;Rhinitis
Kalydeco;ADVERSE REACTIONS;Sinus congestion
Kalydeco;ADVERSE REACTIONS;Sinus headache
Kalydeco;ADVERSE REACTIONS;Transaminases increased
Kalydeco;ADVERSE REACTIONS;Upper respiratory tract infection
Kalydeco;ADVERSE REACTIONS;Wheezing
Kalydeco;WARNINGS AND PRECAUTIONS;Alanine aminotransferase increased
Kalydeco;WARNINGS AND PRECAUTIONS;Aspartate aminotransferase increased
Kalydeco;WARNINGS AND PRECAUTIONS;Cataract
Kalydeco;WARNINGS AND PRECAUTIONS;Cataract
Kalydeco;WARNINGS AND PRECAUTIONS;Lenticular opacities
Kalydeco;WARNINGS AND PRECAUTIONS;Transaminases increased
Esbriet;ADVERSE REACTIONS;Abdominal discomfort
Esbriet;ADVERSE REACTIONS;Abdominal distension
Esbriet;ADVERSE REACTIONS;Abdominal pain upper
Esbriet;ADVERSE REACTIONS;Abdominal pain
Esbriet;ADVERSE REACTIONS;Agranulocytosis
Esbriet;ADVERSE REACTIONS;Alanine aminotransferase increased
Esbriet;ADVERSE REACTIONS;Angioedema
Esbriet;ADVERSE REACTIONS;Arthralgia
Esbriet;ADVERSE REACTIONS;Aspartate aminotransferase increased
Esbriet;ADVERSE REACTIONS;Asthenia
Esbriet;ADVERSE REACTIONS;Blood bilirubin increased
Esbriet;ADVERSE REACTIONS;Decreased appetite
Esbriet;ADVERSE REACTIONS;Decreased appetite
Esbriet;ADVERSE REACTIONS;Diarrhoea
Esbriet;ADVERSE REACTIONS;Dizziness
Esbriet;ADVERSE REACTIONS;Dysgeusia
Esbriet;ADVERSE REACTIONS;Dyspepsia
Esbriet;ADVERSE REACTIONS;Fatigue
Esbriet;ADVERSE REACTIONS;Gastrointestinal disorder
Esbriet;ADVERSE REACTIONS;Gastrooesophageal reflux disease
Esbriet;ADVERSE REACTIONS;Headache
Esbriet;ADVERSE REACTIONS;Hepatic enzyme increased
Esbriet;ADVERSE REACTIONS;Insomnia
Esbriet;ADVERSE REACTIONS;Nausea
Esbriet;ADVERSE REACTIONS;Non-cardiac chest pain
Esbriet;ADVERSE REACTIONS;Photosensitivity reaction
Esbriet;ADVERSE REACTIONS;Pruritus
Esbriet;ADVERSE REACTIONS;Rash
Esbriet;ADVERSE REACTIONS;Sinusitis
Esbriet;ADVERSE REACTIONS;Upper respiratory tract infection
Esbriet;ADVERSE REACTIONS;Vomiting
Esbriet;ADVERSE REACTIONS;Weight decreased
Esbriet;WARNINGS AND PRECAUTIONS;Abdominal pain
Esbriet;WARNINGS AND PRECAUTIONS;Alanine aminotransferase increased
Esbriet;WARNINGS AND PRECAUTIONS;Aspartate aminotransferase increased
Esbriet;WARNINGS AND PRECAUTIONS;Blood bilirubin increased
Esbriet;WARNINGS AND PRECAUTIONS;Diarrhoea
Esbriet;WARNINGS AND PRECAUTIONS;Dyspepsia
Esbriet;WARNINGS AND PRECAUTIONS;Gastrointestinal disorder
Esbriet;WARNINGS AND PRECAUTIONS;Gastrooesophageal reflux disease
Esbriet;WARNINGS AND PRECAUTIONS;Nausea
Esbriet;WARNINGS AND PRECAUTIONS;Photosensitivity reaction
Esbriet;WARNINGS AND PRECAUTIONS;Photosensitivity reaction
Esbriet;WARNINGS AND PRECAUTIONS;Rash
Esbriet;WARNINGS AND PRECAUTIONS;Vomiting
POTIGA;BOXED WARNINGS;Blindness
POTIGA;BOXED WARNINGS;Retinal degeneration
POTIGA;BOXED WARNINGS;Retinal disorder
POTIGA;BOXED WARNINGS;Retinal dystrophy
POTIGA;BOXED WARNINGS;Retinal injury
POTIGA;BOXED WARNINGS;Visual acuity reduced
POTIGA;ADVERSE REACTIONS;Alopecia
POTIGA;ADVERSE REACTIONS;Amnesia
POTIGA;ADVERSE REACTIONS;Anxiety
POTIGA;ADVERSE REACTIONS;Aphasia
POTIGA;ADVERSE REACTIONS;Aphasia
POTIGA;ADVERSE REACTIONS;Asthenia
POTIGA;ADVERSE REACTIONS;Balance disorder
POTIGA;ADVERSE REACTIONS;Blindness
POTIGA;ADVERSE REACTIONS;Chromaturia
POTIGA;ADVERSE REACTIONS;Coma
POTIGA;ADVERSE REACTIONS;Confusional state
POTIGA;ADVERSE REACTIONS;Constipation
POTIGA;ADVERSE REACTIONS;Coordination abnormal
POTIGA;ADVERSE REACTIONS;Diplopia
POTIGA;ADVERSE REACTIONS;Disorientation
POTIGA;ADVERSE REACTIONS;Disturbance in attention
POTIGA;ADVERSE REACTIONS;Dizziness
POTIGA;ADVERSE REACTIONS;Drug withdrawal convulsions
POTIGA;ADVERSE REACTIONS;Dry mouth
POTIGA;ADVERSE REACTIONS;Dysarthria
POTIGA;ADVERSE REACTIONS;Dyspepsia
POTIGA;ADVERSE REACTIONS;Dysphagia
POTIGA;ADVERSE REACTIONS;Dyspnoea
POTIGA;ADVERSE REACTIONS;Dysuria
POTIGA;ADVERSE REACTIONS;Electrocardiogram QT prolonged
POTIGA;ADVERSE REACTIONS;Encephalopathy
POTIGA;ADVERSE REACTIONS;Euphoric mood
POTIGA;ADVERSE REACTIONS;Fatigue
POTIGA;ADVERSE REACTIONS;Gait disturbance
POTIGA;ADVERSE REACTIONS;Haematuria
POTIGA;ADVERSE REACTIONS;Hallucination
POTIGA;ADVERSE REACTIONS;Hepatic enzyme increased
POTIGA;ADVERSE REACTIONS;Hyperhidrosis
POTIGA;ADVERSE REACTIONS;Hypokinesia
POTIGA;ADVERSE REACTIONS;Increased appetite
POTIGA;ADVERSE REACTIONS;Influenza
POTIGA;ADVERSE REACTIONS;Leukopenia
POTIGA;ADVERSE REACTIONS;Malaise
POTIGA;ADVERSE REACTIONS;Memory impairment
POTIGA;ADVERSE REACTIONS;Muscle spasms
POTIGA;ADVERSE REACTIONS;Myoclonus
POTIGA;ADVERSE REACTIONS;Nausea
POTIGA;ADVERSE REACTIONS;Nephrolithiasis
POTIGA;ADVERSE REACTIONS;Neutropenia
POTIGA;ADVERSE REACTIONS;Nystagmus
POTIGA;ADVERSE REACTIONS;Oedema peripheral
POTIGA;ADVERSE REACTIONS;Paraesthesia
POTIGA;ADVERSE REACTIONS;Psychotic disorder
POTIGA;ADVERSE REACTIONS;Rash
POTIGA;ADVERSE REACTIONS;Renal colic
POTIGA;ADVERSE REACTIONS;Retinal disorder
POTIGA;ADVERSE REACTIONS;Skin discolouration
POTIGA;ADVERSE REACTIONS;Somnolence
POTIGA;ADVERSE REACTIONS;Suicidal behaviour
POTIGA;ADVERSE REACTIONS;Suicidal ideation
POTIGA;ADVERSE REACTIONS;Syncope
POTIGA;ADVERSE REACTIONS;Thrombocytopenia
POTIGA;ADVERSE REACTIONS;Tremor
POTIGA;ADVERSE REACTIONS;Urinary hesitation
POTIGA;ADVERSE REACTIONS;Urinary retention
POTIGA;ADVERSE REACTIONS;Vertigo
POTIGA;ADVERSE REACTIONS;Vision blurred
POTIGA;ADVERSE REACTIONS;Weight increased
POTIGA;ADVERSE REACTIONS;Weight increased
POTIGA;ADVERSE REACTIONS;
POTIGA;WARNINGS AND PRECAUTIONS;Angiogram abnormal
POTIGA;WARNINGS AND PRECAUTIONS;Blindness
POTIGA;WARNINGS AND PRECAUTIONS;Completed suicide
POTIGA;WARNINGS AND PRECAUTIONS;Confusional state
POTIGA;WARNINGS AND PRECAUTIONS;Conjunctival discolouration
POTIGA;WARNINGS AND PRECAUTIONS;Dizziness
POTIGA;WARNINGS AND PRECAUTIONS;Dysuria
POTIGA;WARNINGS AND PRECAUTIONS;Electrocardiogram QT prolonged
POTIGA;WARNINGS AND PRECAUTIONS;Electrooculogram abnormal
POTIGA;WARNINGS AND PRECAUTIONS;Hallucination, auditory
POTIGA;WARNINGS AND PRECAUTIONS;Hallucination, visual
POTIGA;WARNINGS AND PRECAUTIONS;Hallucinations, mixed
POTIGA;WARNINGS AND PRECAUTIONS;Hallucination
POTIGA;WARNINGS AND PRECAUTIONS;Hydronephrosis
POTIGA;WARNINGS AND PRECAUTIONS;Lip discolouration
POTIGA;WARNINGS AND PRECAUTIONS;Mucosal discolouration
POTIGA;WARNINGS AND PRECAUTIONS;Nail discolouration
POTIGA;WARNINGS AND PRECAUTIONS;Oral mucosal discolouration
POTIGA;WARNINGS AND PRECAUTIONS;Psychiatric symptom
POTIGA;WARNINGS AND PRECAUTIONS;Psychotic behaviour
POTIGA;WARNINGS AND PRECAUTIONS;Psychotic disorder
